Property,Name,Value,Raw_value,Unit,Extracted_name,Specifier
Capacity,Li3V2(PO4)3 / Ag-Graphene ,102,102,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '2.0'}]",capacity
Capacity,Polyvinylidene fluoride,599.3,599.3,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'C': '2.0', 'H': '2.0', 'F': '2.0'}]",discharge capacity
Capacity,LiAl,994,994,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Al': '1.0'}]",
Capacity,Li4Ti5O12,82.6,"95.1 , 82.6 , 63.4 , 48.4 , 37.2 and 18.6",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",specific capacity
Capacity,CNT @ Li4Ti5O12 @ C,169.9,169.9 and 167.1,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}, {'C': '1.0'}]",specific capacities
Capacity,LiPF6,95.4,"141.1 , 135.4 , 129.3 , 118.2 , 95.4 and 141.4",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'P': '1.0', 'F': '6.0'}]",discharge capacities
Capacity,Copper–silicon,2025,to 2025,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Cu': '5.0', 'Si': '1.0'}]",
Capacity,LiMnPO4,60,60 and 30,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '1.0', 'P': '1.0', 'O': '4.0'}]",discharge capacities
Capacity,LiFePO4,150,150,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",specific capacity
Capacity,LiMn2O4,5.6,to 5.6,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",specific capacity
Capacity,LiFePO4 @ C / Si,170,170,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0', 'C': '1.0'}, {'Si': '1.0'}]",discharge capacities
Capacity,LiFe0.6Mn0.4PO4 / C,163.3,163.3 and 148.7,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '0.6', 'Mn': '0.4', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",discharge capacities
Capacity,LiFePO4,106,106,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",
Capacity,LiMn2O4,128,128,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",capacity
Capacity,Li1.04Mn1.96O4,130,130,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.04', 'Mn': '1.96', 'O': '4.0'}]",
Capacity,LiFePO4 ,138,138,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",
Capacity,LiMoO2,425,to 425,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mo': '1.0', 'O': '2.0'}]",reversible capacity
Capacity,Ti-doped LiFePO4,122.7,"122.7 , 112 and 122.3",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",
Capacity,LiNi0.5Mn0.5O2,175.8,175.8,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '0.5', 'O': '2.0'}]",discharge capacities
Capacity,Li2.95Na0.05V2(PO4)3 / C,187,187,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'P': '3.0', 'O': '12.0', 'Li': '2.95', 'Na': '0.05', 'V': '2.0'}, {'C': '1.0'}]",capacity
Capacity,LiFePO4,170,170,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",theoretical capacity
Capacity,LiPF6,116.7,144.6 and 116.7,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'P': '1.0', 'F': '6.0'}]",capacity
Capacity,LiFePO4 ,136.2,"135.2 , 136.6 , 134.5 , 136.1 , 134.2 and 136.2",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",
Capacity,LiMnPO4 / C ,110,"110 , and 106",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",discharge capacity
Capacity,LiNi0.990Al0.005Ti0.005O2,99.2,99.2,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.99', 'Al': '0.005', 'Ti': '0.005', 'O': '2.0'}]",discharge capacity
Capacity,Li3V2(PO4)3 / C ,157.3,157.3,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '2.0'}, {'C': '1.0'}]",discharge capacity
Capacity,LiCoPO4,167,167,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'P': '1.0', 'O': '4.0'}]",theoretical capacity
Capacity,Li4Ti5O12,83,∼ 83,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",
Capacity,Li4Ti5O12 ,30,30,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",discharge capacity
Capacity,Li2RuO3,150,150,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Ru': '1.0', 'O': '3.0'}]",capacity
Capacity,LiNi0.975Ga0.025O2,57.6,"48.3 , 58.4 , 57.6 , and 72.2",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.975', 'Ga': '0.025', 'O': '2.0'}]",
Capacity,LiCoMnO4,120,140 and 120,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'Mn': '1.0', 'O': '4.0'}]",charge and discharge capacities
Capacity,LiNi0.5Mn0.5O2,200,200,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '0.5', 'O': '2.0'}]",capacity
Capacity,Li7La3ZrNb0.5Y0.5O12 / Li,139.5,and 139.5,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '7.0', 'La': '3.0', 'Zr': '1.0', 'Nb': '0.5', 'Y': '0.5', 'O': '12.0'}, {'Li': '1.0'}]",discharge capacities
Capacity,LiFePO4,100,"130 , 100 , 83 , and 50",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",specific capacities
Capacity,Li4Ti5O12,160,160,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",discharge capacity
Capacity,LiMn2O4,128,128,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",discharge capacity
Capacity,Li3V2(PO4)3 / C,115.3,"116.1 , 115.3 , 114.4 , 114 and 113.8",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '2.0'}, {'C': '1.0'}]",discharge capacities
Capacity,LiMn1−xMgxPO4,91.2,91.2 to 121.5,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '1-x', 'Mg': 'x', 'P': '1.0', 'O': '4.0'}]",discharge capacity
Capacity,Li2NaV2(PO4)3 / C,43.7,"16.9 , 45.1 , 32.6 , 44.6 , 43.7 , 37.8 and 27.3",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'P': '3.0', 'O': '12.0', 'Li': '2.0', 'Na': '1.0', 'V': '2.0'}, {'C': '1.0'}]",
Capacity,Li4Ti5O12 / C ,150.6,"158.2 , 150.6 , 144.2 and 132.4",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}, {'C': '1.0'}]",discharge specific capacity
Capacity,LiPF6,50,~ 50,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'P': '1.0', 'F': '6.0'}]",discharge capacity
Capacity,LiV3O8,280,280,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'V': '3.0', 'O': '8.0'}]",theoretical capacity
Capacity,Lithium titanate,200,200,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}]",discharge capacity
Capacity,Li4Ti5O12 / LiFePO4,167,167,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}, {'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",
Capacity,Li3V2(PO4)3 / C ,19,19,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '2.0'}, {'C': '1.0'}]",discharge capacity
Capacity,LiFePO4 / C ,17,17  E850,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",
Capacity,LiFePO4,158.4,158.4,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",charge capacity
Capacity,LiNi0.8Co0.15Al0.05O2,113.2,"113.2 , 139.1 , 85.4 and 97.9",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.15', 'Al': '0.05', 'O': '2.0'}]",capacities
Capacity,Li4Ti5O12,10,10  E15,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",
Capacity,Li4Ti5O12 / a-GNPs,125,125,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",
Capacity,LiFePO4–Li3V2(PO4)3,123.4,"142.5 , 138.4 and 123.4",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",
Capacity,LiCoO2,166,166,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",theoretical capacity
Capacity,Li2.5Na0.5V2(PO4)3,102.5,102.5,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'P': '3.0', 'O': '12.0', 'Li': '2.5', 'Na': '0.5', 'V': '2.0'}]",reversible discharge capacity
Capacity,Li4Ti5O12,146.9,146.9,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",
Capacity,Lithium iron phosphate,137,137,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",capacities
Capacity,Li2CeO3 / Li,598.5,"598.5 , 505.2 , 424.4 and 371.8",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Ce': '1.0', 'O': '3.0'}, {'Li': '1.0'}]",reversible discharge capacities
Capacity,LiMn2O4,42,62 to 42,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",
Capacity,Lithium vanadium phosphate,197,197,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '2.0'}]",theoretical capacity
Capacity,LiFePO4,135,135,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",reversible capacity
Capacity,LiFePO4,160,"160 , 152 , 145 and 130",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",capacity
Capacity,Lithium iron phosphate,170,170,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",capacity
Capacity,Li2NaV2(PO4)3,126.3,126.3,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'P': '3.0', 'O': '12.0', 'Li': '2.0', 'Na': '1.0', 'V': '2.0'}]",charge capacity
Capacity,LiV3O8,140,140,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'V': '3.0', 'O': '8.0'}]",capacity
Capacity,LixNi0.5Co0.5O2,120,120,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': 'x', 'Ni': '0.5', 'Co': '0.5', 'O': '2.0'}]",
Capacity,Li0.76TiO2,254.7,254.7,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '0.76', 'Ti': '1.0', 'O': '2.0'}]",
Capacity,LiFePO4,118,to 118,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",capacity
Capacity,LiCoO2,137,137,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",theoretical capacity
Capacity,Al-doped ZnO (AZO)-coated LiNi0.5Mn1.5O4,95,"64.3 , 73.9 and 95",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",
Capacity,LiNi0.35Co0.27Mn0.35Fe0.03O2,135.1,"199.6 , 179.8 , 153.9 , and 135.1",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.35', 'Co': '0.27', 'Mn': '0.35', 'Fe': '0.03', 'O': '2.0'}]",discharge specific capacities
Capacity,LiCoO2,112,112,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",discharge capacity
Capacity,LiFePO4 / C ,147,147,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",discharge capacity
Capacity,LiVTiO4 / C,214.9,214.9,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'V': '1.0', 'Ti': '1.0', 'O': '4.0'}, {'C': '1.0'}]",capacity
Capacity,LiMn1.5Ni0.5O4,105,∼ 105,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '1.5', 'Ni': '0.5', 'O': '4.0'}]",
Capacity,LiNi0.975Ga0.025O2,78.7,"78.8 , 78.7 , 71.3 , and 91.4",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.975', 'Ga': '0.025', 'O': '2.0'}]",
Capacity,LiNa,381.5,381.5,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Na': '1.0'}]",
Capacity,SrLi2Ti6O14,262,262,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Sr': '1.0', 'Li': '2.0', 'Ti': '6.0', 'O': '14.0'}]",theoretical capacity
Capacity,Li2MnO3,163,163  E200,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Mn': '1.0', 'O': '3.0'}]",reversible capacity
Capacity,Li2Ru0.8Ti0.2O3,300,300,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Ru': '0.8', 'Ti': '0.2', 'O': '3.0'}]",charge capacity
Capacity,Li4Ti5O12,260,260,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",theoretical capacity
Capacity,Li4Ti5O12,175,175,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",capacity
Capacity,Li / PEO20LiCF3SO3DMSO / LiFePO4 2032,170,170,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0'}, {'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '42032.0'}]",theoretical capacity
Capacity,LiZn,784,784,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Zn': '1.0'}]",charge capacity
Capacity,LiCoPO4,167,167,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'P': '1.0', 'O': '4.0'}]",
Capacity,LiNi0.5Mn1.5O4,127,127,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",capacity
Capacity,TiO2 / LiNi0.5Mn1.5O4,110,110,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Ti': '1.0', 'O': '2.0'}, {'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",capacity
Capacity,Li4Ti5O12,103.1,"165.2 , 143.7 , 133.4 , 114.3 , and 103.1",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",capacities
Capacity,Li Ni1 / 3Co1 / 3Mn1 / 3O2,175.6,175.6,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.3333', 'Co': '0.3333', 'Mn': '0.3333', 'O': '2.0'}]",discharge capacity
Capacity,Li3.85Co0.15,172.8,"161.7 , 172.8 , 165.5 , 155.2 and 153.4",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '3.85', 'Co': '0.15'}]",reversible capacities
Capacity,Li / / LiCo0.65B0.35O2,118,118,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0'}, {'Li': '1.0', 'Co': '0.65', 'B': '0.35', 'O': '2.0'}]",capacity
Capacity,LiMnPO4,46.6,46.6,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '1.0', 'P': '1.0', 'O': '4.0'}]",capacity
Capacity,LiNi0.9Co0.1O2,168.1,"173.0 , 195.7 , 183.2 and 168.1",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.9', 'Co': '0.1', 'O': '2.0'}]",discharge capacities
Capacity,Li4Ti5O12,100,> 100,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",capacity
Capacity,Li4Ti5O12,90.6,90.6,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",
Capacity,LiMn3O6,210,210,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '3.0', 'O': '6.0'}]",capacity
Capacity,O2(Li+x),131,131,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'O': '2.0', 'Li': 'x'}]",
Capacity,LiFe0.98Ni0.01Mn0.01PO4 / C,85,85,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '0.98', 'Ni': '0.01', 'Mn': '0.01', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",discharge capacity
Capacity,Li3VO4,315,225 to 315,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '3.0', 'V': '1.0', 'O': '4.0'}]",reversible capacity
Capacity,LiFePO4,140,140,Ampere^(1.0)  Hour^(1.0)  KiloGram^(-1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",specific capacity
Capacity,LiMnO2,70,to 70,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '1.0', 'O': '2.0'}]",reversible capacity
Capacity,LiNi0.9Co0.07Mg0.03O2,142.8,142.8,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.9', 'Co': '0.07', 'Mg': '0.03', 'O': '2.0'}]",capacity
Capacity,Li3V2(PO4)3,123.2,123.2,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '2.0'}]",
Capacity,LiMn2O4 ,85,85,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",capacity
Capacity,Li1.2Ni0.13Co0.13Mn0.54O2 ,259,259,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.2', 'Ni': '0.13', 'Co': '0.13', 'Mn': '0.54', 'O': '2.0'}]",discharge capacity
Capacity,LiMn0.9Al0.05Cu0.05PO4,77,77 and 75,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '0.9', 'Al': '0.05', 'Cu': '0.05', 'P': '1.0', 'O': '4.0'}]",discharge capacity
Capacity,Li1.02Mn1.90Y0.02O4−yF0.08,118,118,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.02', 'Mn': '1.9', 'Y': '0.02', 'O': '4-y', 'F': '0.08'}]",
Capacity,Carbon / silicon / TiOx∁E ,945.9,1771.2 and 945.9,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Si': '1.0'}, {'Ti': '1.0', 'O': 'x-3'}]",discharge and charge capacities
Capacity,LiFePO4,153.8,"144.7 , 155.9 , 153.8 , 153.1 and 148.5",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",
Capacity,Li3FexV2−x (PO4)3,126,177 and 126,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'Fe': 'x', 'V': '2-x'}]",discharge capacities
Capacity,Li4Ti5O12,126.5,126.5,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",discharge capacities
Capacity,LiFePO4,151,151,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",Charge capacity
Capacity,LiFePO4,20,20,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",
Capacity,LiFePO4,159.3,159.3,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",discharge capacity
Capacity,LiMn2O4,124,124 and 103,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",discharge specific capacity
Capacity,Li2.97Na0.03V2(PO4)3 / C,158.7,158.7,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'P': '3.0', 'O': '12.0', 'Li': '2.97', 'Na': '0.03', 'V': '2.0'}, {'C': '1.0'}]",
Capacity,LiMn2O4,113.6,113.6,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",capacity
Capacity,Li4Ti5O12 @ polyaniline ,161,161,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",capacity
Capacity,Li3VO4-RAW,85,"17 , 85 and 147",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '3.0', 'V': '1.0', 'O': '4.0'}]",
Capacity,LiNO3,993,"993 , 637 and 429",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'N': '1.0', 'O': '3.0'}]",capacities
Capacity,LiMn2O4,148,148,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",
Capacity,LiMnPO4,91,91,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '1.0', 'P': '1.0', 'O': '4.0'}]",
Capacity,LiCoBO3,160,160,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'B': '1.0', 'O': '3.0'}]",capacity
Capacity,LiCu0.4Mn1.6O4,55,55 and 21,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Cu': '0.4', 'Mn': '1.6', 'O': '4.0'}]",discharge capacities
Capacity,Li3Mo0.03V1.97(PO4)3 / C ,122.8,122.8,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'Mo': '0.03', 'V': '1.97'}, {'C': '1.0'}]",capacity
Capacity,Li4Ti5O12,120,120,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",discharge capacity
Capacity,LiNi0.8Co0.1Al0.1O2,149,165.8 and 149.0,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.1', 'Al': '0.1', 'O': '2.0'}]",charge and discharge capacities
